8136885,"Disclosed is a sheet buffering and inverting device having a sheet transport path and multiple sheet inverter paths extending upward and/or downward there from. Sheets being transported through the sheet transport path are selectively diverted into the sheet inverter paths, held, and subsequently fed back into the sheet transport path such that they are inverted. Optionally, an additional sheet transport path can branch off the sheet transport path upstream of the sheet inverter paths and can connect to the distal end of each of the sheet inverter paths to allow sheets to be buffered without being inverted. This device can be incorporated into a discrete module of a modular printing system to ensure sheets are properly merged and oriented after processing by multiple printing engines. Alternatively, it can be incorporated into a standalone printing system to ensure sheets are properly buffered and/or inverted prior to processing by a single printing engine."
8136886,"Since a torsion bar is rotatably supported by a bearing member and a cap, the torsion bar can be smoothly rotated by moment applied in an axial direction thereof. In addition, even though axial moment is applied, it is possible to prevent position variation and deformation of the torsion bar. Further, contact resistance between a connector and a projection can be reduced when the torsion bar is rotated, and thus the torsion bar can be smoothly rotated."
8136887,"A mechanical seal assembly to be used in sterile applications comprises a pair of co-operating seal rings (<b>2, 5</b>), one of which is held rotationally fixed and the other of which is provided to rotate together with a rotating component, wherein one of the seal rings is axially movable and biased by a spring against the other seal ring, a retainer housing (<b>1</b>) at which the rotating seal ring is retained near an axial end thereof, a mounting member (<b>12</b>) which may be mounted rotationally fixed at the rotating member, and a rotatory force transmission device (<b>10</b>) for transmitting a rotatory force between the mounting member and the retainer housing. The rotatory force transmission device (<b>10</b>) comprises a transmitting ring (<b>15</b>) retained in press-fit at the retainer housing (<b>1</b>) near the other axial end thereof, the transmitting ring including at least one protruding engagement member (<b>20</b>) engaging in an aligned recess in the mounting member. The retainer housing may therefore feature a desired smooth outer periphery without any dead spots."
8136888,An intake pipe is positionable adjacent to the bottom of a body of water. The intake pipe has at least one perforate section adapted to receive stagnating un-aerated water. A discharge pipe is positionable between a waterline of the body of water and the discharge pipe. The discharge pipe has at least one orifice for injecting aerated water into the body of water. An intermediate pipe section has an input end coupled to the discharge pipe. The intermediate pipe section has an output end coupled to the discharge pipe. A pump moves water from the perforate section of the intake pipe to the orifice of the discharge pipe. A venturi assembly injects air into water flowing to and through and out of the discharge pipe into the body of water.
8136889,"The spinner balls lawn game is a game that includes a plurality of stringed ball assemblies and a frame including a series of rotatable arms located thereon. The stringed ball assemblies each consist of two balls each secured to an end of a string, and a middle ball having a hole bored there through and of which said string is threaded thereon such that the middle ball can traverse back and forth along said string and in between the two balls located at each end. The frame supports the rotatable arm across a central arm such that the rotatable arms rotate along a horizontal axis. The rotatable arms and the central arm are each color-coded and upon landing a stringed ball assembly shall award a point designated by the rules of the game. The stringed ball assemblies can impact or land upon the rotatable arms, which may cause the rotatable arms to rotate about the horizontal axis via bearings affixed between the rotatable arms and the central arm."
8136890,"A fluid filled cylindrical vibration damping device having a main rubber elastic body elastically connecting an inner shaft member and an intermediate cylindrical member, wherein base wall portions of either of a pair of pocket portions are constituted by the main rubber elastic body to actively rise opposing positive/negative pressure fluctuations in a pair of fluid chambers at times of vibration input across the inner shaft member and the outer cylindrical member; a low-frequency orifice passage and a high-frequency orifice passage are provided; and the high-frequency orifice passage is provided in an aperture section thereof leading to at least one of the pair of fluid chambers with a moveable film adapted to limit fluid flow through the high-frequency orifice passage on the basis of displacement and/or deformation thereof."
8136891,"A gasket is described having a middle layer, two metal layers and an uppermost and a lowermost layer. The middle layer may have an upper surface and a lower surface defining a first planar portion, a wave portion and a second planar portion. The metal layers sandwich the middle layer and are substantially planar. An uppermost active layer is located above the first intermediate layer. The uppermost active layer comprises a first planar portion, a first bead portion, and a second planar portion. The lowermost active layer is located below the second intermediate layer. The lowermost active layer also comprises a first planar portion, a first bead portion, and a second planar portion."
8136892,"The invention relates to a clamping device for clamping workpiece, which comprises a base in which a center holding fixture for the shank of a tool to be clamped and an annular damping cavity surrounding the fixture or a plurality of damping cavities arranged around the fixture and set off from each other are configured. Every damping cavity is open towards the front face of the chuck base facing the workpiece. The clamping device is characterized in that the open end of every damping cavity is at least partially closed by respective covers which are inserted into the respective damping cavity from the open front face and are fixed inside the damping cavity."
8136893,A stitching head is provided for stitching books or printed products. The stitching head includes a supporter and a driver. The supporter has a corrugated supporter surface including first ridges and first grooves. The driver interacts with the supporter and has a channel and a corrugated driver surface which includes second ridges and second grooves. The first grooves and first ridges of the supporter mesh with the second ridges and first grooves of driver and the channel supports stitching material between the corrugated supporter surface and the corrugated driver surface. A method is also provided.
8136894,"An optionally deployable side seat for a baby stroller, to seat a second child, is secured by hand-operated connectors to nearly any baby or child stroller, without tools. The side seat faces to the side of the stroller and has a deployed position in which two wheels mounted in tandem on the side seat frame contact the pavement. For stowing the side seat remains on the stroller, and two quick-release lockable joints, in the position of arms on the side seat, are released and raised upwardly, which folds the seat bottom up against the seat back and raises up a lower frame portion that supports the wheels."
8136895,A mount system for a gas turbine engine includes an aft mount which reacts at least a portion of a thrust load at an engine case generally parallel to an engine axis.
8136896,"An outboard motor carrier comprises a frame, a motor support structure to which an outboard motor may be attached, and upper and lower wheels. The lower wheels are rotatably attached to a lower region of the frame so as to support the carrier when it is tilted from an upright standing position. The upper wheels are rotatably attached to an upper region of the frame so as to facilitate loading the carrier onto a bed of a vehicle and to support the carrier when in a reclined position. The motor support structure is attached to a mid region of the frame and may comprise a transverse mounting board. The lower region of the frame may operate as a stand when the carrier is an upright standing position. The carrier is configured to hold an attached outboard motor in a semi-upright position when it is in its reclined position."
8136897,"A sheet ejecting device having a pair of ejection rollers, a strengthener provided in a sheet ejection route, a tray for receiving ejected sheets and a driver for lifting up and down the tray. A sheet is ejected via the ejection rollers while being strengthened by the strengthener. A specified time after the sheet comes into contact with a stack of sheets on the tray, the tray is lifted up so that the contact point between the currently ejected sheet and the stack of sheets on the tray becomes nearer to the pair of ejection rollers."
8136898,"A novelty skateboard includes features common in skateboards and further includes an air passage and a cup for producing bubbles. The skateboard includes a deck, two trucks, and four wheels. The deck is made from cross laminated layers of a wood material. The air passage is formed lengthwise through one or more of the layers in the center of the deck and reaches from one end of the deck to an opposite end of the deck, and may be formed by a hollow rectangular insert laminated into the deck. One of the trucks includes a bypass reaching from a base plate of the truck to the cup. The bypass may pass through a hollow kingpin of the truck, or through the hanger of the truck."
8136899,"Methods of play for board games are disclosed. In an embodiment, a method of play for a board game with a game board having a plurality of spaces includes the steps of: (a) providing a first player game piece having a strength value; (b) providing a first chance device capable of indicating chance values; (c) determining the movement of the first player game piece among the spaces of the game board; and (d) determining that the first player game piece located on a first space has defeated a second player game piece located on a second space adjacent to the first space, wherein the determinations in steps (c) and (d) are each based on both the strength value of the first player game piece and a chance value provided by the first chance device."
8136900,A gasket may have at least one metallic layer with at least one combustion gas through-opening and at least one fastener through-opening. The fastener through-opening may be at least partially circumferentially bounded by a deformation limiter having a plurality of troughs and crests. All of the troughs and crests are substantially aligned with one another.
8136901,"The frame (<b>10</b>) comprises a seat tube (<b>11</b>) to the top end (<b>11</b><i>a</i>) of which a saddle (<b>12</b>) is to be connected, and a front structure (<b>14</b>) and a rear structure (<b>15</b>) which are identical and have, in side view, a generally V-shaped configuration with the ends (<b>14</b><i>a</i><b>, 14</b><i>b</i><b>; 15</b><i>a</i><b>, 15</b><i>b</i>) connected to the seat tube (<b>11</b>) and the respective vertices (<b>14</b><i>c</i><b>, 15</b><i>c</i>) facing in opposite directions relative to the seat tube (<b>11</b>)."
8136902,A removable cargo pod for attachment to an aircraft fuselage; a mechanism in said pod to raise and lower it into and from engagement with the fuselage; and an open top so as to provide access to the interior while it is vertically displaced or removed from the fuselage.
8136903,"An improved two wheeled reciprocating pedal driven scooter has a frame, front steering wheel, rear drive wheel, and rear wheel drive mechanism. The drive mechanism has two reciprocating foot pedals straddling the frame and extending to a forward hinge attachment location on the frame. The hinge location is at or above a drive axle. Each foot pedal has a short portion and an intersecting long portion forming a bend. The bend angle is 90 degrees or greater and is located at or below the frame. The attachment location of the foot pedal to the drive mechanism is at or near the bend. When the long portion of one foot pedal is at the bottom of the foot pedal stroke it is substantially horizontal, while the long portion of the other pedal is at the top of the stroke and is inclined to a maximum stroke angle of less than 35 degrees."
8136904,"A sail wing for a lightweight aircraft comprising a membrane; a front spar; and a tensioned rear wire attached to a trailing edge of the membrane, such that when the front spar is bent to match a curve of the tensioned trailing edge of the sail wing membrane, the sail wing membrane has substantially little or no twist, and results in substantially little or no induced drag."
8136905,An improved mechanical shaft seal to give a tight seal between relatively rotating machine parts and prevent the escape of particulate material into the atmosphere or into the mechanical components of the housing under adverse operating conditions. The seal provides a grease chamber that prevents solid particles from reaching the main seal by migration within the mechanical shaft seal.
8136906,"A stroller for a young child comprising a frame mounted on a plurality of wheels and a seat mounted in the frame. The seat is adjustable between a first position where the child is retained in a reclined or semi-reclined orientation, and a second position where the child is retained in an orientation that permits them to sit and stand. The seat includes a bottom that is pivotally attached to a back. A sling member is secured between the frame and back such that when the bottom is pivoted out of the way, the sling supports the child in the seated or standing position."
8136907,"Methods and apparatus for controlling the attitude of a mobile platform with a resolution suitable for vernier attitude control. In one embodiment a method includes flowing fluid through an orifice of an aerodynamic surface. The method also includes modifying a boundary layer of the aerodynamic surface with the flowing fluid. Another embodiment provides an aerodynamic member of a mobile platform. The aerodynamic member includes an aerodynamic surface, an orifice, an actuator, and a fluid moving member. The orifice is in the aerodynamic surface and the actuator is subject to friction and backlash. The fluid moving member communicates with the orifice and causes the fluid to flow through the orifice to modify the boundary layer of aerodynamic surface."
8136908,"A golf bag cart front wheel foldable device includes a fixed mount, a movable mount and a front wheel frame. The fixed mount has one end connected to the bottom tube of the cart frame and the other end provided with a fitted end. The fitted end is in pinned connection with a buckle at its one side. The movable mount is capable of being seized by the buckle and is joined fixedly to the fixed mount by a hinge. The movable mount has one end provided with a fitted end which is physically in harmony with the fixed mount. The front wheel frame has a top end connected fixedly to the movable mount, while its bottom end is joined to the front wheel. Through loosening of the buckle, the movable mount is not seized, which enables the movable mount and the front wheel frame to rotate with respect to the hinge, and the front wheel is then leveled for folding purposes, to achieve great handiness in maneuvering."
8136909,"A laminate air seal for a gas turbine engine includes at least one fabric layer made of fiberglass, ceramic fiber, basalt and/or carbon, and a polymeric resin that is stable at an operating temperature of the gas turbine engine. The resin may be preimpregnated into the fabric layers, or introduced into the fabric during assembly and formation of the laminate. The resin may be polyimide, bismaelimide (BMI) or cyanate ester. A particular resin selected may depend, in part, on the operating temperatures in that region of the gas turbine engine. In some embodiments, the laminate seal may include a coating to increase lubricity of the seal. In one embodiment, the laminate air seal is used to seal a gap between a pylon fairing and an exhaust nozzle of the turbine engine."
8136910,"An electronic display and lighting arrangement for viewing by, and illumination for, a person in a resting position includes: an electronic display assembly including a first carriage movable along a translation axis, a first pivot arm coupled to the first carriage with the first pivot arm pivotable about a first pivot axis, and an electronic display coupled to the first pivot arm; and a lighting assembly including a second carriage movable in a direction parallel to the translation axis, and a light coupled to the second carriage and adjustably positionable by movement of the second carriage. The electronic display is adjustably positionable both along the translation axis by movement of the first carriage, and about the first pivot axis by movement of the first pivot arm about the first pivot axis."
8136911,A scooter device propelled by side to side movement of a user that includes a frame structure through which at least a front wheel is coupled to two direction biased rear wheels. The biased direction wheels include tilted caster and spring biased caster arrangements. The frame structure may have a rear support member or structure that extends between the two rear wheels. A user support platform of various configurations may be provided with the rear support member or structure. The scooter may have a three wheel configuration with the front wheel being larger than the rear two wheels.
8136912,"An inflator for an airbag comprises a bottle (<b>2</b>) containing a pressurized oxidizable gas and a bottle (<b>4</b>) containing a pressurized oxidizing gas, the bottles being connected with a structure (<b>12, 16</b>) providing a chamber (<b>14</b>) that has an outlet, for example provided by a conduit (<b>16</b>), for connection with a vehicle airbag. The bottles have respective first discharge openings (<b>18</b>) and further discharge openings (<b>18</b><i>a</i>) sealed by respective sealing foils. The inflator includes a first pyrotechnic squib (<b>22</b>) which when fired causes the sealing foils over the first openings (<b>18</b>) to rupture to allow the gases from bottles (<b>2, 4</b>) to pass into chamber (<b>14</b>) and then into the airbag, and also includes a further pyrotechnic squib (<b>22</b><i>a</i>) which is fired some time after the squib (<b>22</b>) and causes the sealing foils over the further openings (<b>18</b><i>a</i>) to boost the discharge of gases from the gas bottles. In this way, and by selecting the relative sizes of the first and further discharge openings (<b>18,18</b><i>a</i>) the inflation rate of the air bag with respect to time can be fitted to a desired profile."
8136913,"A vehicle assembly includes a two-wheeled vehicle including a frame having opposed sides, opposed front and rear ends, and a front wheel mounted for rotation to the frame proximate to the front end of the frame positioned in front of an opposed rear wheel mounted for rotation to the frame proximate to the rear end of the frame and that is substantially in-line with respect to the front wheel. A member is carried by the frame of the vehicle between the front and rear wheels and has end portions disposed adjacent to the respective sides of the frame. A wheeled stabilizer assembly is carried by each of the end portions of the member to wheelingly interact with the ground over which the vehicle is driven along the sides of the frame proximate to the front and rear wheels of the vehicle."
8136914,A mobile electronic device holder adapted for removable attachment to a connector device is disclosed.
8136915,"A tow bar includes a towing hitch member including a pintle hitch and secured to a towing vehicle; a towed hitch member secured to a vehicle to the towed; a head member with a lunette ring; a pair of tow bar legs, each including a proximal end including an outer member with a distal end, and a distal end including an inner member with a proximal end telescopingly displaceable within the distal end of the outer member; a leg connector mechanism pivotally connecting the proximal ends of the tow bar legs to the head member; towed connector elements secured to the distal ends of the tow bar legs and structured to releasably connect the tow bar legs to the towed hitch member; and a locking mechanism structured to automatically and releasably lock each of the tow bar legs in either a stored configuration or a deployed configuration."
8136916,A wheel assembly for providing wheeled transport to a compaction tool having a foot structure. The wheel assembly comprises an axle support member comprising at least one attachment means for attaching the axle support member to a top surface of the foot structure. The assembly further comprises an axle removably attached to the axle support member and having first and second opposite ends. A first wheel is mounted on the first end of the axle and a second wheel is mounted on the second end of the axle. The axle support member is fitted on a pair of pre-existing nut-bolt fasteners on the top surface of the foot structure.
8136917,A coupling of a heat exchanger includes a saddle for engaging a cylindrical manifold. The saddle has an arcuate cross-section extending between a first edge and a second edge. The saddle defines an opening and a tubular member extends through the saddle and between a top edge and a bottom edge. A lip extends outward from the top edge and a skirt interconnects the lip to the opening in the saddle. The tubular member is oblong-shaped adjacent the opening of the saddle and the tubular member has an oblong-shaped portion extending from the bottom edge to adjacent the opening in the saddle and terminating at a transition zone. The tubular member has a circular-shaped portion extending from the transition zone to the top edge. The oblong-shaped portion has a shorter dimension in the direction between the first and second edges than the circular shaped portion.
8136918,"A stroller includes a frame having a frame leg and a frame joint at which the frame leg is coupled to the frame. The frame joint is configured to allow retraction of the frame leg to a folded position. A handle is attached to the frame at a pivot joint, the pivot joint being configured for rotation of the handle between first and second operational orientations. The pivot joint is further configured for rotation of the handle from the first or second operational orientations to a storage position aligned with the folded position of the frame leg. In some cases, a front frame leg and a rear frame leg are coupled to the frame joint, the frame joint being configured to allow the front frame leg and the rear frame leg to retract to respective folded positions in which the stroller is supported in an upright orientation."
8136919,"A seat sliding apparatus for a vehicle includes lower rails, upper rails, screw mechanisms provided between the upper rails and the lower rails, the screw mechanism including a screw shaft and a nut which is engaged with the screw shaft, one of the screw shaft and the nut being mounted to the upper rail so as to rotate, the other of the screw shaft and the nut being fixedly mounted to the lower rail, and a slide driving mechanism including a driving motor, a transmission mechanism for transmitting a rotational force outputted from the driving motor to one of the screw shaft and the nut so as to rotate, a bracket having the driving motor and the transmission mechanism mounted thereon and connecting the upper rails, and a protection cover attached to the bracket for covering at least lower and bottom sides of the driving motor and the transmission mechanism."
8136920,"A method and apparatus for tying a necktie knot are provided. The apparatus includes a substantially triangular base having a front face, a back face, three edges and three corners. The apparatus also includes an integrated clip extending from an area of the back face of the substantially triangular base that is proximate to one of the three edges and between two of the three corners. The integrated clip has a flexibility that enables reception of at least one end of a necktie between the integrated clip and the substantially triangular base, and a rigidity that enables retention of the at least one end between the integrated clip and the substantially triangular base. The substantially triangular base maintains a substantially triangular structure of a necktie knot that is tied around and encases the substantially triangular base and the integrated clip."
8136921,"In a knee airbag device mounted on a steering column, an opening that provides a workspace when a wire harness connector that extends from the steering column is connected to a wiring connector provided at one end portion of an inflator is formed in a side wall of a lower cover (or column cover) opposite the connector of the inflator. By using the opening, the connector of the wire harness may be easily connected to the connector of the inflator, which is mounted transversely with respect to the axial direction of the steering column. The opening is closed by a lid."
8136922,"A combination of existing suspension designs is provided to suspend moving vehicles such as cars, trucks, planes, and snowmobiles and provide two degrees of freedom in the wheels or skis. The design combines a dive suspension with a roll suspension, including a locking linkage. The locking linkage locks out the roll suspension during dive, jounce, flight or two-wheel bump motion. Both the dive and roll suspensions are responsive during roll motion and one-wheel bump motion."
8136923,"A valve assembly may include a body having an axis and a flow tube attached to the body for flowing a fluid therethrough, the flow tube having a first bend and a second bend. The valve assembly may further include a valve attached to the flow tube having an axle that is perpendicular to the axis, and a piston attached to the body and the axle and parallel to the axis."
8136924,A vehicle including an anti-chucking striker overmold for minimizing chucking of a vehicle door having a latch therein. The anti-chucking striker overmold may include a striker mount connected to a striker and including one or more wedges including a first portion contiguously engageable with a latch frameplate opening to minimize movement of the vehicle door relative to the striker in a first direction. The wedge may include a second portion formed line-to-line with a fishmouth opening of the latch to minimize movement of the vehicle door in a second direction.
8136925,"A coupling device formed of two identical sides is disclosed. Each of the two sides have a snap fitting mechanism which engage each other to releasably secure the sides together thereby forming the coupling device. The coupling device as formed has a main body communicating with at least two openings. Each opening is sized to engage an end of a corresponding conduit. Generally, the conduits are corrugated such that the openings engage one corrugation to form the friction fit. The openings may be conically shaped with pre-scored cut lines that can be cut at different diameters to engage conduits of different diameters. The openings of the coupling device have pre-score cut lines that may be cut in order to create the friction fit with corrugated conduits having different diameters."
8136926,A valve design that enables a positive shaft seal to be obtained in an inexpensive manner by reducing the need for close tolerances heretofore required in prior art designs. This unique valve design employs a shaft seal that is adapted for transverse and/or angular movement during assembly of the valve for aligning to the shaft at an alignment position in which it is held after assembly of the valve by a holding device such as a seal nut or spring.
8136927,"There is provided an airbag cushion which is configured to allow the joint between a distal end portion of a lid member and the airbag cushion by a separable joint member to be released easily and rapidly as a whole, and is able to be inflatable rapidly and substantially uniformly as a whole, and an airbag apparatus having the airbag cushion. A rear panel <b>14</b> of an airbag cushion <b>10</b> is provided with a vent hole <b>18</b> which communicates the interior and the exterior of the airbag cushion <b>10</b>, and the vent hole <b>18</b> is covered with a lid member <b>60</b> from the inside of the airbag cushion <b>10</b>. A distal end portion of the lid member <b>60</b> and portions of the front panel <b>12</b> and the rear panel <b>14</b> of the airbag cushion <b>10</b> overlapped with the distal end portion of the lid member <b>60</b> are releasably joined by a tear seam <b>70</b>. The tear seam <b>70</b> is broken in 10 to 30 mS after having activated an inflator <b>36</b>, and started with the inflation of the airbag cushion <b>10</b>, and the joint among the front panel <b>12</b>, the rear panel <b>14</b> and the distal end portion of the lid member <b>60</b> is released."
8136928,"A one-piece inner garnish assembly is provided for an associated vehicle window opening. The garnish assembly includes a weatherseal assembly and a garnish joined thereto prior to installation on the associated vehicle. In one embodiment, the weatherseal assembly includes first and second legs extending from a base portion. Each leg includes a low friction seal lip such as flock or TPV for sealingly engaging surface of the associate vehicle window. The garnish is a molded component that is joined to the weatherseal assembly, for example, in a preferred embodiment the garnish is joined to a leg of the weatherseal assembly. In another embodiment of the garnish assembly, a belt seal with integral garnish and molded transition members at opposite ends are provided."
8136929,"A garbage can cart having a rectangular platform base and back, front and side walls in which one or more garbage cans may be placed for storage and transport for disposal. The platform base is supported by a pair of wheels at the rear and a U-bar below the front of the base. A handle bar protrudes upward from the rear wall and curves rearward past the wheels for manually moving the cart. A tow adapter comprising a pair of straps is connected to the rear wall below the handle, the straps extending to distal tow block(s) that may be placed in the trunk of a vehicle and secured therein by closing the trunk. Pulling the tow straps tilts the cart backward about its wheels and lifts the U-bar support from the ground until the handle abuts the tow straps, thereby allowing towing of the cart behind the vehicle."
8136930,"A double-ended flexible pipe joint has first and second extension pipes extending from opposite ends of an outer housing, and first and second primary annular elastomeric flex elements mounting the first and second extension pipes to the outer housing. An inner housing is disposed in the outer housing, and first and second secondary annular elastomeric flex elements disposed in the inner housing mount the first and second extension pipes to the inner housing. Tension upon the first and second extension pipes places each of the first and second primary flex elements and each of the first and second secondary flex elements in compression. The first and second secondary flex elements contain fluid pressure within the first and second extension pipes so that the first and second primary flex elements are not subjected to the fluid pressure within the extension pipes."
8136931,A drilling rig control system adapted for easy interface between a compressed air supply and a drilling rig clutch and brake. Both manual and automatic controls are provided to initiate the device to interrupt and vent the compressed air supply to the clutch and concurrently communicate compressed air to the brake to cause it to engage the drum winding the cable for the rig. Over-pull sensors monitor cable tension and initiate valves in the control system to initiate the compressed air interruption and rerouting upon any sense of over-pull.
8136932,"According to the invention, the wheelchair is characterized in that it includes means to incline the whole seat structure, and inclining means that are interposed between the chassis and the lifting means and that include at least:<ul id=""ul0001"" list-style=""none""><li id=""ul0001-0001"" num=""0000""><ul id=""ul0002"" list-style=""none""><li id=""ul0002-0001"" num=""0000"">a base (<b>65</b>) that is attached to the chassis (<b>1</b>) and that oscillates around a more-or-less horizontal axis, and on which the lifting means are fitted,</li><li id=""ul0002-0002"" num=""0000"">and a mechanical assistance means that is interposed between the base (<b>65</b>) and the chassis (<b>1</b>) and that is designed to allow modification of the slope of the whole seat structure by rotation of the base (<b>65</b>).</li></ul></li></ul>"
8136933,"A ferrule arrangement for use in sealing connections to gas chromatography columns includes a generally tubular metal ferrule with an axial bore to receive a fracturable column with a protective coating. The ferrule has a forward part that tapers to a tip region of the ferrule. A generally tubular former has a socket portion to receive the ferrule and further has an internal conical surface that, after such receipt, engages the forward part of the ferrule. A portion is provided on either or both of said ferrule and the former by which the ferrule and former may be directly or indirectly relatively moved together by application of finger force. The taper and the internal conical surface exhibit relative taper angles and the tip region of the ferrule is sufficiently radially thin whereby the application of finger force (i) is adequate to move the ferrule axially into the former to cause the conical surface to engage the tip region of the ferrule and to deform the tip region into sealing engagement with the protective coating of the column, but (ii) does not break the column."
8136934,"A gas-liquid contact column tray has a section including a gas pathway (SAA) and a liquid pathway section (SD) delimited by at least one downspout, wherein a deflecting system including a roof is included, located above the liquid gas interface at the level of the liquid pathway section (SD), in order to apportion the gas phase over a surface section greater than the section including the means of gas pathway (SAA). In a method for gas-liquid contact in such a column, most of the gas phase part is redirected and apportioned over the whole pathway section available for gas, corresponding to the tray section provided with the gas pathway (SAA), increased by the liquid pathway section (SD), using a deflecting system consisting of the roof located higher than the gas-liquid interface level of the liquid pathway section (SD), and the liquid collected is evacuated toward the lower tray."
8136935,"A menu, photo, or card display mount includes, low profile article holder corner tabs positioned in pockets."
8136936,"A vehicle contains a vehicle body with two A pillars and two B pillars which bound a vehicle interior, and an instrument panel which is arranged in the interior between the A pillars. The instrument panel has an instrument panel reinforcement. The instrument panel reinforcement has at least one first section and/or one second section, and the first and/or second section extends/extend in each case transversely with respect to the longitudinal direction of the vehicle at least over part of the instrument panel, beginning in each case on the outside of the instrument panel, in order to stiffen the instrument panel against a high force acting on the outsides of the instrument panel, for example against a force which is produced by a side impact. The contour of the instrument panel, including the instrument panel reinforcement, lies at least partially at a height between the A pillars and the B pillars at least in the region of the respective outside of the instrument panel. The instrument panel reinforcement is arranged in that region of the contour of the instrument panel which projects the furthest into the vehicle interior from the direction of the B pillars."
8136937,A closing device for locking and unlocking a movable roof to and from a vehicle body includes a hook and a lever system. The hook is movable between a closed position to engage a vehicle body component and an opened position to disengage from the component. The lever system has a hook lever and a drive lever pivotable about respective pivot axes extending in a longitudinal direction. The hook is connected to the hook lever to move between the closed and opened positions in response to the hook lever pivoting. The lever system has a control lever with first and second end portions and a middle section. The end portions are respectively connected to the hook lever at first and second link axes extending in the longitudinal direction and adjacent to the pivot axes to couple the hook lever and the drive lever together.
8136938,"A plug-in hose coupling includes a housing input part with a receiving bore widened in an end region which faces toward the interior of the coupling. A tubular support sleeve is sealingly clipped into the widened end region by an annular collar which has multiple outward U-shaped channels. At least one annular seal and one annular holding element, which bears axially against the seal, is in the form of an open lock washer and is supported against an inner conical support face of the housing input part. The support face narrows conically counter to the plug-in direction of the tube end. The holding element has encircling cutting edges on the inner periphery for engaging the tube end. A fastening part is non-detachably joined to the housing input part and support sleeve by an overmolding connecting section."
8136939,"This invention relates to a tooling system comprising a plurality of elements (<b>22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, 50, 52, 54, 56, 58, 60, 62, 64</b>) having tessellating sides arranged in an array. The elements of the array being movable between a closed position in which the elements contact one another, and an open position in which the elements of the array are spaced apart. In the open position the elements are capable of vertical movement relative to one another. Drive means for opening and closing the array are provided and the elements are mounted on supporting rails (<b>2, 4, 6, 8, 10, 12, 14</b>) and are driven by the drive means between the open position and the closed position along a drive axis which is at angle to the longitudinal axis of the supporting rails."
8136940,"A front section of a motor vehicle body encompasses a bumper and bumper bracket that are designed to retreat during a collision while absorbing energy and momentum, a fresh air passage and a sealing element situated behind the bumper for modulating the throughput of the fresh air passage, which can be dragged along by the retreating bumper or bumper bracket. The sealing element has situated upstream from it a gap that allows the bumper and bumper bracket to retreat without simultaneously taking the sealing element with it."
8136941,"The present invention related to a door jamb finger guard. The finger guard comprises a door lock for preventing closure of the door, a housing for the door lock and a spring activated plate. The spring activated plate is activateable by a door closing obstacle for automatically moving the door lock between an inactive position and an active position. In the inactive position, the door lock is recessed within the housing, while in the active position, the door lock projects from the housing to prevent closure of the door."
8136942,"A safety hook includes a hook body comprising a recess at back of an intermediate portion, a locking dog at one end, a ring at the other end, and a front opening; a spring depressible latch member having a U section and comprising a plate interconnecting two side walls, the latch member being pivotably disposed on the back of the intermediate portion of the hook body with the plate being seated upon a flat portion of the recess; and a spring depressible lock member having a U section and comprising two side walls and a through hole on a groove portion. The lock member is pivotably disposed on a front side of the hook body with the side walls thereof partially straddled the hook body to be seated upon a portion of the plate. The locking dog is inserted into the through hole when the safety hook is locked."
8136943,A bumper for a front end of a vehicle includes a body having an opening defining an air flow inlet. The opening is elongated in the transverse direction of the body and is defined by spaced apart transverse walls and spaced apart side walls. A grille is disposed in the opening. The grille includes at least one generally horizontal member having at least one sound attenuating member attached thereto and configured to at least partially alter the air flow passing through the grille to mitigate resonance associated with the flow of air through the grill.
8136944,"A sheet feeding device includes a sheet storing unit in which sheets are stacked; a lifting unit that lifts and lowers the sheets; an air blowing unit that blows air to an end faces of the stacked sheets; a feeding roller that is pressed against an upper surface of an uppermost sheet of the sheets and feeds the uppermost sheet by rotating; and a supplying roller that supplies the uppermost sheet, wherein the lifting unit is driven so that height of the uppermost sheet, which is fed by the feeding roller while air is blown by the air blowing unit, is set to be lower than height of the uppermost sheet, which is fed by the feeding roller while air is not blown by the air blowing unit."
8136945,A vehicle bumper and mounting bracket assembly for a lamp is disclosed. The mounting bracket has a geometry that facilitates mating with flanges disposed on apertures on the bumper. The mounting bracket also includes resilient tab locks configured to receive tabs on the flanges. Ledges of the mounting bracket are used to attach a lamp that is held in cantilever relation with the bumper.
8136946,"A cargo compartment structure for an automobile is disclosed. In one example, the cargo compartment comprises a trunk box disposed in a cargo compartment in a rear part of the automobile, the trunk box having an opening on its upper side; a cargo board capable of changing its position between a closed position where the opening is closed by the cargo board, and an open position where the opening is opened, the open position of the cargo board being frontward of the closed position; and a board holder for holding the cargo board in a specific state so that a top surface of the cargo board is downwardly inclined toward a rear side of the automobile and so that while the cargo board is in the open position, a rear end of the cargo board is disposed rearward of a front end of the trunk box."
8136947,A lock device for a vehicle includes a base plate provided with an entrance/retracting groove for receiving or retracting a striker and a latch pivotally supported on the base plate by a latch axis. The latch includes a lock groove engaging with or disengaging from the striker entering the entrance/retracting groove and rotatable between a lock release position allowing the striker entering into the entrance/retracting groove and a lock position for holding the striker in the entrance/retracting groove by the movement of the striker. A first biasing member is provided for biasing the latch in the rotational direction to the release position to bias the pawl in a rotational direction towards the release preventing position and a second biasing member is provided for biasing the rotation plate in a rotational direction towards the release position of the latch.
